datestamp,percentPageloadsAreTLS,countTLS,countPageloads,timeAdded
2015-10-27,39.6612,65027067,163956262,2016-10-15 01:43:06
2015-10-29,40.8629,77970810,190810578,2016-10-15 01:20:02
2015-10-30,40.1518,75164046,187199704,2016-10-15 01:34:20
2015-10-31,38.1399,66305050,173846906,2016-10-15 01:41:32
2015-11-01,36.3960,63827271,175368729,2016-10-15 01:34:13
2015-11-02,39.2630,75460040,192191440,2016-10-15 01:33:59
2015-11-03,39.3624,79520161,202020509,2016-10-15 01:37:15
2015-11-04,40.4529,85432043,211188798,2016-10-15 01:32:32
2015-11-05,40.7245,92909739,228142397,2016-10-15 01:29:39
2015-11-06,40.5970,94197695,232031062,2016-10-15 01:43:02
2015-11-08,37.1842,78780392,211865066,2016-10-15 01:25:11
2015-11-09,40.0424,104027464,259793004,2016-10-15 01:40:28
2015-11-10,40.1733,91924553,228819838,2016-10-15 01:32:24
2015-11-11,40.1568,82111100,204476203,2016-10-15 01:32:30
2015-11-12,39.7489,83405071,209829916,2016-10-15 01:25:37
2015-11-13,39.6661,77851673,196267505,2016-10-15 01:25:30
2015-11-14,37.7104,64563957,171210073,2016-10-15 01:25:02
2015-11-15,36.2228,66291215,183009395,2016-10-15 01:30:18
2015-11-16,41.2912,84648113,205002747,2016-10-15 01:39:51
2015-11-17,40.1868,77231730,192181870,2016-10-15 01:27:45
2015-11-18,39.4475,75901708,192412163,2016-10-15 01:30:31
2015-11-19,39.0771,75686514,193685285,2016-10-15 01:26:28
2015-11-20,39.8968,75602996,189496505,2016-10-15 01:38:41
2015-11-21,37.2280,63068735,169412211,2016-10-15 01:39:25
2015-11-22,35.9914,61462272,170769442,2016-10-15 01:46:05
2015-11-23,38.4199,72687117,189191533,2016-10-15 01:18:30
2015-11-24,39.5517,73590725,186062048,2016-10-15 01:19:59
2015-11-26,38.4578,69633757,181065177,2016-10-15 01:41:22
2015-11-27,38.2200,70958832,185658870,2016-10-15 01:28:28
2015-11-28,37.4294,64194424,171508132,2016-10-15 01:42:23
2015-11-29,36.0785,62824861,174133663,2016-10-15 01:34:28
2015-11-30,39.4129,76491536,194077523,2016-10-15 01:18:23
2015-12-01,39.9382,77505895,194064496,2016-10-15 01:22:45
2015-12-02,39.8649,75609983,189665672,2016-10-15 01:42:17
2015-12-03,40.2792,74822922,185760490,2016-10-15 01:38:41
2015-12-04,40.0713,72516992,180969791,2016-10-15 01:48:50
2015-12-05,37.7730,62344257,165049993,2016-10-15 01:32:03
2015-12-06,36.8842,61870823,167743529,2016-10-15 01:33:58
2015-12-07,39.0637,73293236,187624848,2016-10-15 01:21:22
2015-12-08,40.1024,74941345,186874974,2016-10-15 01:22:14
2015-12-09,39.8446,75450773,189362410,2016-10-15 01:20:42
2015-12-10,40.6855,75379437,185273603,2016-10-15 01:21:57
2015-12-12,37.6734,64407847,170963624,2016-10-15 01:16:55
2015-12-13,36.6454,62705170,171113354,2016-10-15 01:19:56
2015-12-14,41.1213,80307012,195292933,2016-10-15 01:38:40
2015-12-15,40.6720,74830953,183986615,2016-10-15 01:19:26
2015-12-16,40.7486,81544312,200115754,2016-10-15 01:20:32
2015-12-17,40.5541,83864115,206795556,2016-10-15 01:42:11
2015-12-18,40.9789,88472526,215897562,2016-10-15 01:45:18
2015-12-19,39.3759,81726554,207554949,2016-10-15 01:23:52
2015-12-20,37.7390,75971141,201306595,2016-10-15 01:32:52
2015-12-21,40.7309,103815981,254882570,2016-10-15 01:39:46
2015-12-22,41.3334,87578934,211883999,2016-10-15 01:38:39
2015-12-23,40.6478,84336306,207480732,2016-10-15 01:44:24
2015-12-24,39.1854,77149973,196884358,2016-10-15 01:41:59
2015-12-25,38.4558,67766440,176219028,2016-10-15 01:37:30
2015-12-26,37.3084,70988891,190275712,2016-10-15 01:30:57
2015-12-27,37.7605,78168489,207011226,2016-10-15 01:47:05
2015-12-28,38.1715,94244119,246896684,2016-10-15 01:28:19
2015-12-29,40.2484,100113742,248739376,2016-10-15 01:19:49
2015-12-30,40.1970,97023098,241369251,2016-10-15 01:20:23
2015-12-31,38.4623,22474808,58433403,2016-10-15 01:21:09
2016-01-01,38.3032,70357689,183686380,2016-10-15 01:39:14
2016-01-02,38.4165,78280904,203769091,2016-10-15 01:38:09
2016-01-03,38.0934,82275129,215982466,2016-10-15 01:39:22
2016-01-04,40.5416,107302543,264672468,2016-10-15 01:30:15
2016-01-05,41.8810,107666913,257078252,2016-10-15 01:33:07
2016-01-06,41.8746,85650398,204540287,2016-10-15 01:32:49
2016-01-07,40.9277,96475051,235720591,2016-10-15 01:25:24
2016-01-08,40.7569,81712312,200487071,2016-10-15 01:26:19
2016-01-09,37.9030,65026489,171560239,2016-10-15 01:43:41
2016-01-10,38.6838,57446155,148501961,2016-10-15 01:34:09
2016-01-11,40.4414,73393914,181482100,2016-10-15 01:37:30
2016-01-12,41.0873,66436664,161696465,2016-10-15 01:44:16
2016-01-13,41.3990,65621731,158510497,2016-10-15 01:29:58
2016-01-14,41.4444,64987741,156807174,2016-10-15 01:39:45
2016-01-15,40.8950,61045971,149275027,2016-10-15 01:43:59
2016-01-16,39.7677,51765914,130170642,2016-10-15 01:45:21
2016-01-17,38.2637,49495247,129353035,2016-10-15 01:36:05
2016-01-18,40.8448,63216255,154771787,2016-10-15 01:27:33
2016-01-19,43.2352,66154720,153011077,2016-10-15 01:28:12
2016-01-20,41.9013,63766537,152182620,2016-10-15 01:42:50
2016-01-21,41.3799,61232463,147976492,2016-10-15 01:39:41
2016-01-22,40.3861,59125127,146399688,2016-10-15 01:23:49
2016-01-23,39.2027,50061387,127698838,2016-10-15 01:32:59
2016-01-24,38.3087,49102658,128176268,2016-10-15 01:35:56
2016-01-25,40.4312,61509258,152132996,2016-10-15 01:29:38
2016-01-27,38.8867,69779857,179444044,2016-10-15 01:26:16
2016-01-28,39.4502,77343215,196052763,2016-10-15 01:26:11
2016-01-29,40.0338,77139743,192686480,2016-10-15 01:36:21
2016-01-30,40.2478,67095909,166706895,2016-10-15 01:44:35
2016-01-31,40.0232,68170784,170327997,2016-10-15 01:27:38
2016-02-01,42.1519,79094941,187642685,2016-10-15 01:18:20
2016-02-02,42.7273,81768048,191371843,2016-10-15 01:35:27
2016-02-03,41.0113,79866866,194743756,2016-10-15 01:47:56
2016-02-04,39.0862,78557886,200986115,2016-10-15 01:25:19
2016-02-06,39.9363,63340520,158603761,2016-10-15 01:29:11
2016-02-07,39.1738,61488761,156963802,2016-10-15 01:49:32
2016-02-08,41.4646,74834601,180478404,2016-10-15 01:17:45
2016-02-09,44.0151,85900438,195161101,2016-10-15 01:27:21
2016-02-10,42.4310,87845599,207031807,2016-10-15 01:31:57
2016-02-11,41.5917,87162287,209566766,2016-10-15 01:17:36
2016-02-12,42.1650,87385034,207245298,2016-10-15 01:24:51
2016-02-13,40.2919,66857550,165933007,2016-10-15 01:35:19
2016-02-14,39.3522,62556474,158965658,2016-10-15 01:20:18
2016-02-15,41.8223,77364051,184982768,2016-10-15 01:29:50
2016-02-16,42.4598,70795684,166735694,2016-10-15 01:38:56
2016-02-17,41.5748,67921542,163372085,2016-10-15 01:29:46
2016-02-18,41.8759,63815472,152391932,2016-10-15 01:41:19
2016-02-19,41.6821,59135795,141873242,2016-10-15 01:29:33
2016-02-20,40.2687,50707881,125923893,2016-10-15 01:32:47
2016-02-21,38.9060,49950986,128388867,2016-10-15 01:27:25
2016-02-22,41.9443,62543890,149111717,2016-10-15 01:28:04
2016-02-23,42.1573,61432464,145722067,2016-10-15 01:19:20
2016-02-24,42.5930,63878068,149973282,2016-10-15 01:45:15
2016-02-25,42.6523,62178150,145778984,2016-10-15 01:39:10
2016-02-26,42.2784,59179351,139975424,2016-10-15 01:22:05
2016-02-27,40.7070,51352972,126152762,2016-10-15 01:38:04
2016-02-28,38.5104,50104856,130107328,2016-10-15 01:41:01
2016-02-29,42.2507,63893300,151224248,2016-10-15 01:35:15
2016-03-02,43.6984,66475389,152123083,2016-10-15 01:17:53
2016-03-03,44.6310,66677054,149396332,2016-10-15 01:32:24
2016-03-05,41.2030,51300307,124506364,2016-10-15 01:40:54
2016-03-06,40.8839,50524501,123580547,2016-10-15 01:29:43
2016-03-07,42.2620,60980132,144290786,2016-10-15 01:18:58
2016-03-08,42.8046,62184405,145275030,2016-10-15 01:45:42
2016-03-09,40.5642,65444854,161336415,2016-10-15 01:40:47
2016-03-10,43.4942,69560418,159930506,2016-10-15 01:48:25
2016-03-11,42.6965,69458052,162678537,2016-10-15 01:19:13
2016-03-12,40.5308,56146832,138528859,2016-10-15 01:18:50
2016-03-13,39.3282,56726180,144238098,2016-10-15 01:36:44
2016-03-14,43.0530,72374727,168106140,2016-10-15 01:23:30
2016-03-15,42.9286,72117653,167994451,2016-10-15 01:32:36
2016-03-16,43.1811,72046740,166847946,2016-10-15 01:41:07
2016-03-17,43.5819,72137821,165522325,2016-10-15 01:45:41
2016-03-18,42.6375,69869148,163867870,2016-10-15 01:48:40
2016-03-19,40.6781,64065002,157492423,2016-10-15 01:31:35
2016-03-21,41.9908,81141788,193236839,2016-10-15 01:34:25
2016-03-23,42.9382,68536671,159616935,2016-10-15 01:39:43
2016-03-25,41.8651,57038903,136244530,2016-10-15 01:23:24
2016-03-26,40.7325,48360234,118726512,2016-10-15 01:37:30
2016-03-27,40.3376,47747597,118369823,2016-10-15 01:34:59
2016-03-28,41.4887,59050713,142329651,2016-10-15 01:34:50
2016-03-29,44.3083,65891624,148711841,2016-10-15 01:38:50
2016-03-30,43.4384,71966277,165674475,2016-10-15 01:27:12
2016-03-31,43.2467,64360540,148821755,2016-10-15 01:30:10
2016-04-01,43.8450,61956321,141307483,2016-10-15 01:47:51
2016-04-03,40.3555,50236523,124484831,2016-10-15 01:22:35
2016-04-04,42.6269,62801865,147329142,2016-10-15 01:42:41
2016-04-05,44.5334,51508777,115663249,2016-10-15 01:46:03
2016-04-06,43.7489,45438645,103862287,2016-10-15 01:19:06
2016-04-07,43.3483,91469804,211011246,2016-10-15 01:18:43
2016-04-08,43.1085,87545392,203081731,2016-10-15 01:26:05
2016-04-09,41.1730,78699892,191144313,2016-10-15 01:32:21
2016-04-10,40.5953,77103099,189931138,2016-10-15 01:37:09
2016-04-11,43.5553,104607778,240172101,2016-10-15 01:47:01
2016-04-12,44.5437,110339116,247709675,2016-10-15 01:33:40
2016-04-13,45.7124,112256517,245571115,2016-10-15 01:40:25
2016-04-14,44.0750,104580165,237277718,2016-10-15 01:45:57
2016-04-15,44.2243,96149431,217412995,2016-10-15 01:27:00
2016-04-16,41.8255,73583168,175929087,2016-10-15 01:42:35
2016-04-18,43.8546,102382534,233459267,2016-10-15 01:21:02
2016-04-19,44.7982,102241052,228225672,2016-10-15 01:28:57
2016-04-20,45.1579,102983527,228052088,2016-10-15 01:44:13
2016-04-21,44.9033,98200205,218692476,2016-10-15 01:30:47
2016-04-22,44.6784,99147822,221914196,2016-10-15 01:33:29
2016-04-23,42.2368,74944810,177439663,2016-10-15 01:43:54
2016-04-24,40.5399,73839452,182139981,2016-10-15 01:31:25
2016-04-25,44.6048,104082205,233342994,2016-10-15 01:24:43
2016-04-26,44.7006,105855432,236809983,2016-10-15 01:40:02
2016-04-27,44.5847,103568442,232296115,2016-10-15 01:44:06
2016-04-29,44.5032,97658171,219440810,2016-10-15 01:49:31
2016-05-01,42.0547,72375714,172099006,2016-10-15 01:39:58
2016-05-04,44.7719,99771505,222843799,2016-10-15 01:17:22
2016-05-05,44.6368,92121779,206380892,2016-10-15 01:45:48
2016-05-11,46.1189,111442201,241641269,2016-10-15 01:27:58
2016-05-12,45.0968,102036859,226262047,2016-10-15 01:37:30
2016-05-13,45.0915,96795838,214665372,2016-10-15 01:36:17
2016-05-14,42.5373,75081827,176508027,2016-10-15 01:47:36
2016-05-15,41.5361,77037410,185470781,2016-10-15 01:17:15
2016-05-16,43.8813,100984421,230131028,2016-10-15 01:36:35
2016-05-17,44.9283,105656996,235167956,2016-10-15 01:19:45
2016-05-18,45.1525,102924452,227948552,2016-10-15 01:29:05
2016-05-19,45.2620,101862435,225050682,2016-10-15 01:29:03
2016-05-20,44.8023,96163782,214640223,2016-10-15 01:45:39
2016-05-21,42.6186,72799794,170816833,2016-10-15 01:35:08
2016-05-22,42.0050,72339130,172215380,2016-10-15 01:46:31
2016-05-23,44.7900,102125785,228010211,2016-10-15 01:48:32
2016-05-24,45.2271,105067130,232309949,2016-10-15 01:33:17
2016-05-25,46.7200,105990219,226862598,2016-10-15 01:47:32
2016-05-26,45.6294,97990321,214752617,2016-10-15 01:41:52
2016-05-27,44.9525,94071682,209269105,2016-10-15 01:43:31
2016-05-28,42.4925,72474594,170558701,2016-10-15 01:21:47
2016-05-29,41.9565,72599093,173034166,2016-10-15 01:35:50
2016-05-30,43.6247,97491985,223478986,2016-10-15 01:20:12
2016-05-31,46.8716,110407105,235552454,2016-10-15 01:49:15
2016-06-01,45.3738,105336431,232152436,2016-10-15 01:22:29
2016-06-02,45.5371,101820597,223599428,2016-10-15 01:31:17
2016-06-03,45.8440,99983281,218094799,2016-10-15 01:39:52
2016-06-04,42.8440,73855052,172381477,2016-10-15 01:37:55
2016-06-06,44.9259,100994188,224801573,2016-10-15 01:23:46
2016-06-07,45.5232,103282452,226878527,2016-10-15 01:47:26
2016-06-08,45.6334,101793643,223068214,2016-10-15 01:19:39
2016-06-09,45.4462,97927750,215480575,2016-10-15 01:45:35
2016-06-10,45.9873,100345661,218203100,2016-10-15 01:21:40
2016-06-11,43.8098,76753818,175198020,2016-10-15 01:20:54
2016-06-12,42.7618,76504091,178907453,2016-10-15 01:29:26
2016-06-13,45.2093,103959462,229951655,2016-10-15 01:20:51
2016-06-14,45.7459,104351622,228111309,2016-10-15 01:35:46
2016-06-15,45.5158,103742179,227925879,2016-10-15 01:46:50
2016-06-16,46.5076,103632772,222829795,2016-10-15 01:24:17
2016-06-17,47.1233,101916110,216275535,2016-10-15 01:39:38
2016-06-18,44.0122,76279943,173315403,2016-10-15 01:24:08
2016-06-19,42.3350,72046245,170181364,2016-10-15 01:37:01
2016-06-20,45.0210,99141842,220212389,2016-10-15 01:33:44
2016-06-21,45.2023,100863986,223138934,2016-10-15 01:18:37
2016-06-22,46.6633,102788557,220277125,2016-10-15 01:35:41
2016-06-23,46.0237,97518364,211887281,2016-10-15 01:19:36
2016-06-24,45.2758,94560948,208855456,2016-10-15 01:17:02
2016-06-27,45.3559,100522190,221629937,2016-10-15 01:26:49
2016-06-28,45.9016,102072683,222372920,2016-10-15 01:38:42
2016-06-29,45.9451,99631925,216850161,2016-10-15 01:47:18
2016-06-30,46.0077,100809402,219113996,2016-10-15 01:48:15
2016-07-01,45.9311,95061359,206965283,2016-10-15 01:29:00
2016-07-02,43.0532,72333547,168009603,2016-10-15 01:45:26
2016-07-03,43.1118,71156978,165052065,2016-10-15 01:45:41
2016-07-04,44.8138,83421203,186150655,2016-10-15 01:41:46
2016-07-05,44.9968,77063178,171263723,2016-10-15 01:41:46
2016-07-06,43.6979,70432635,161180928,2016-10-15 01:20:06
2016-07-07,45.5946,55895331,122591872,2016-10-15 01:17:34
2016-07-08,45.7108,58540376,128066958,2016-10-15 01:23:41
2016-07-09,43.4562,70550929,162349427,2016-10-15 01:40:22
2016-07-10,42.3517,70783847,167133308,2016-10-15 01:40:15
2016-07-11,45.9371,98441187,214295661,2016-10-15 01:23:59
2016-07-13,46.4155,88989300,191723294,2016-10-15 01:44:27
2016-07-14,46.4729,81457005,175278689,2016-10-15 01:36:12
2016-07-15,46.2661,92302578,199503504,2016-10-15 01:36:50
2016-07-16,43.8537,70984670,161867055,2016-10-15 01:37:45
2016-07-17,43.2312,68890753,159354260,2016-10-15 01:25:59
2016-07-18,45.5483,97195993,213391057,2016-10-15 23:23:24
2016-07-19,45.6551,95442487,209051202,2016-10-16 23:55:23
2016-07-20,46.2208,95854183,207383422,2016-10-17 15:00:49
2016-07-21,46.0724,93737231,203456512,2016-10-18 02:29:04
2016-07-22,45.1521,90036903,199407907,2016-10-19 13:07:26
2016-07-23,43.9273,70316446,160074524,2016-10-20 16:13:57
2016-07-24,42.8528,67786934,158185410,2016-10-21 16:15:07
2016-07-25,45.5485,94031781,206443040,2016-10-21 16:15:07
2016-07-26,46.2513,98019271,211927474,2016-10-21 16:15:07
2016-07-27,45.8650,96470677,210336049,2016-10-24 10:32:27
2016-07-28,47.0387,97617257,207525587,2016-10-25 13:10:12
2016-07-29,46.5679,90585466,194523452,2016-10-26 14:58:07
2016-07-30,44.2761,69674124,157362955,2016-10-27 14:22:58
2016-07-31,43.6158,69038941,158288836,2016-10-28 15:57:28
2016-08-01,45.8198,94998334,207330444,2016-10-28 15:57:35
2016-08-02,47.4448,99769614,210285813,2016-10-28 15:57:27
2016-08-03,47.3413,89570465,189201384,2016-10-28 15:57:32
2016-08-04,46.1964,90664732,196259382,2016-11-01 23:03:29
2016-08-05,46.4881,87957532,189204359,2016-11-02 06:56:13
2016-08-06,41.3337,978125,2366412,2016-11-03 05:11:57
2016-08-07,40.6559,1071865,2636430,2016-11-03 05:12:21
2016-08-11,46.3709,89690818,193420404,2016-11-08 22:54:49
2016-08-12,45.8067,84813728,185155683,2016-11-09 14:29:22
2016-08-13,44.0835,64723824,146820875,2016-11-09 14:29:22
2016-08-14,43.7648,63927916,146071593,2016-11-11 15:06:51
2016-08-15,46.1042,83713690,181574996,2016-11-12 15:38:00
2016-08-16,47.3787,56825398,119938757,2016-11-13 16:42:46
2016-08-17,45.5218,88210173,193775530,2016-11-14 17:04:13
2016-08-18,46.9021,90955678,193926825,2016-11-15 16:37:15
2016-08-19,47.1652,51559567,109316905,2016-11-16 14:42:54
2016-08-20,44.7234,37780730,84476374,2016-11-17 14:36:47
2016-08-21,43.3186,66326436,153113106,2016-11-18 14:34:54
2016-08-22,46.6734,55579145,119080948,2016-11-19 14:36:56
2016-08-23,46.9809,55822064,118818567,2016-11-20 14:37:17
2016-08-24,46.8126,95346711,203677587,2016-11-21 21:17:10
2016-08-25,46.1881,50556905,109458683,2016-11-22 14:44:53
2016-08-26,46.6479,86661542,185778130,2016-11-23 14:47:38
2016-08-27,44.7393,24209535,54112442,2016-11-24 14:42:49
2016-08-28,44.7423,22421884,50113359,2016-11-24 14:42:49
2016-08-29,48.2648,33325730,69047745,2016-11-26 14:42:35
2016-08-30,48.1876,31314389,64984326,2016-11-27 14:41:11
2016-08-31,47.6328,94289624,197951206,2016-11-28 14:42:16
2016-09-01,47.3913,94851425,200145182,2016-11-28 14:42:16
2016-09-02,18.9431,6288752,33198093,2016-11-30 14:48:51
2016-09-03,45.4632,69382210,152611921,2016-12-01 14:45:46
2016-09-04,44.7323,4418910,9878559,2016-12-02 14:49:39
2016-09-05,46.7112,21240286,45471492,2016-12-03 14:51:10
2016-09-06,48.6710,21017714,43183215,2016-12-04 14:50:57
2016-09-07,47.0121,93717488,199347406,2016-12-05 14:50:52
2016-09-08,48.7531,18060401,37044594,2016-12-06 14:52:16
2016-09-09,47.4177,90392724,190630728,2016-12-07 15:10:21
2016-09-10,45.0599,68051620,151024657,2016-12-08 14:55:52
2016-09-11,42.8851,66848604,155878318,2016-12-09 14:56:48
2016-09-12,47.5872,93726837,196957966,2016-12-10 15:04:20
2016-09-13,47.7376,94322538,197585368,2016-12-11 15:11:59
2016-09-14,46.3557,96186212,207496168,2016-12-12 15:20:31
2016-09-15,47.9996,93996152,195826908,2016-12-13 15:18:50
2016-09-16,46.5751,12944963,27793729,2016-12-14 15:21:08
2016-09-17,45.2055,68367149,151236382,2016-12-15 15:19:38
2016-09-18,45.1747,71525613,158331017,2016-12-16 15:17:47
2016-09-19,45.7805,13967923,30510647,2016-12-17 15:21:34
2016-09-20,48.1012,13490707,28046525,2016-12-18 15:22:29
2016-09-21,47.3421,97411178,205760268,2016-12-19 15:21:13
2016-09-22,45.9740,12675191,27570365,2016-12-20 15:22:08
2016-09-23,46.4009,11819724,25473032,2016-12-21 15:24:24
2016-09-24,44.9500,68130697,151569998,2016-12-22 15:26:25
2016-09-25,44.9138,69279224,154249185,2016-12-23 15:22:14
2016-09-26,45.3814,12523077,27595154,2016-12-24 15:25:24
2016-09-27,49.5346,36884925,74462912,2016-12-25 15:24:20
2016-09-28,48.0353,93466248,194578254,2016-12-26 15:23:53
2016-09-29,48.0939,79704709,165727269,2016-12-27 15:24:39
2016-09-30,48.5677,92153715,189742912,2016-12-28 15:23:23
2016-10-01,47.8042,74462444,155765405,2016-12-29 15:24:14
2016-10-02,46.2006,8562713,18533773,2016-12-30 15:24:52
2016-10-03,48.0611,97387586,202632879,2016-12-31 15:24:42
2016-10-04,49.9484,100553143,201313983,2017-01-01 15:27:54
2016-10-05,49.6043,97677343,196912953,2017-01-02 15:28:01
2016-10-06,47.1646,99099329,210113891,2017-01-03 15:26:37
2016-10-07,48.7096,93570373,192098323,2017-01-04 15:29:30
2016-10-08,47.7624,68839015,144128010,2017-01-05 15:30:14
2016-10-09,46.0304,71115403,154496728,2017-01-06 15:31:29
2016-10-10,48.2722,90008380,186459935,2017-01-07 15:30:41
2016-10-11,49.4916,93144367,188202391,2017-01-08 15:29:16
2016-10-12,49.5351,98799481,199453473,2017-01-09 15:33:55
2016-10-13,50.3387,103327918,205265379,2017-01-10 15:35:55
2016-10-14,49.1712,90398609,183844631,2017-01-11 15:33:50
2016-10-15,48.0537,73919009,153825977,2017-01-12 15:36:57
2016-10-16,46.6736,72380506,155077959,2017-01-13 15:36:04
2016-10-17,49.5761,101992425,205728982,2017-01-14 15:39:05
2016-10-18,49.9969,102376844,204766234,2017-01-15 15:32:09
2016-10-19,49.7593,101244044,203467736,2017-01-16 15:32:52
2016-10-20,49.6056,99156782,199890137,2017-01-17 15:30:49
2016-10-21,48.8390,96183679,196940280,2017-01-18 15:29:04
2016-10-22,47.4980,69355545,146017824,2017-01-19 15:26:44
2016-10-23,46.2086,73895425,159917075,2017-01-20 15:27:02
2016-10-24,48.4096,103071275,212914756,2017-01-21 15:27:42
2016-10-25,48.9521,103398474,211223697,2017-01-22 15:27:59
2016-10-26,49.4124,97862169,198051942,2017-01-23 15:33:03
2016-10-27,50.0535,101620812,203024203,2017-01-24 15:28:51
2016-10-28,48.9498,95332721,194755946,2017-01-25 15:29:41
2016-10-29,46.8282,73282128,156491341,2017-01-26 15:38:37
2016-10-30,48.3718,79220311,163773770,2017-01-27 15:29:06
2016-10-31,47.4794,95761324,201690174,2017-01-28 15:30:44
2016-11-01,49.2086,95472469,194015929,2017-01-29 15:31:24
